multiple_hosts,host_since,host_from_ireland,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_respond_within_an_hour,host_respond_within_a_few_hours,host_respond_within_a_day,host_verified_by_phone,host_verified_by_email,host_verified_by_work_email,bungalow,town_house,rental_unit,home,loft,condo,cottage,guesthouse,bed_and_breakfast,boat,serviced_apartment,guest_suite,cabin,villa,castle,tiny_home,entire_home_or_apt,private_room,shared_room,number_of_bathrooms,shared_bath,entertainment_amenities,self_care_amenities,storage_amenities,wifi,leisure_amenities,kitchen_amenities,safety_amenities,parking_amenities,long_term_stay,single_level_home,open_24_hours,self_check_in,dublin_city,south_dublin,fingal,dun_laoghaire_rathdown,city center,clean comfortable,definitely recommend,definitely stay,gave us,great host,great location,great place,great stay,highly recommend,location great,minute walk,place great,place stay,recommend place,temple bar,walking distance,would definitely,would highly,would recommend
0,1595458800.0,1,100.0,97.0,1,5,5,1,1,53.35203,-6.25073,4,2,3,391.0,1,365,1,3,14,365,1.3,260.2,1,3,7,16,27,11,10,0,1597964400.0,1658185200.0,4.73,4.82,5.0,5.0,5.0,4.73,4.73,0,5,4,1,0,0.44,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.5,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.142607736562178,0.0,0.3074801410622176,0.4924176775600777,0.1832341003155039,0.0,0.1312381350840234,0.296247320125575,0.4608701901071806,0.1373398602484946,0.1632026113409573,0.1670585211839817,0.0,0.1411440553365638,0.1586606803266317,0.0,0.0,0.284415787749797,0.0,0.3037906540693304
0,1523055600.0,1,100.0,85.0,0,1,1,1,0,53.3754,-6.20522,2,0,1,90.0,2,28,2,2,28,28,2.0,28.0,1,4,7,7,7,12,7,1,1601679600.0,1662332400.0,5.0,5.0,4.83,5.0,5.0,5.0,4.75,0,1,1,0,0,0.51,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0.0909838861632243,0.0,0.3923453078530469,0.1047209990143168,0.1169035490375223,0.0,0.669840547538736,0.0945030511676116,0.0,0.1752459510508247,0.1041234379686856,0.2131670250214349,0.1043359726283815,0.0,0.2024513623932875,0.356610709340928,0.1893170094779351,0.1814575722150154,0.1064941725771718,0.0969093786691024
0,1512172800.0,1,0.0,0.0,0,1,2,1,1,53.35646,-6.25112,2,2,2,125.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,0,0,0,1,0,0,1599260400.0,1599260400.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.04,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.5484668862288933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6646837583569071,0.0,0.5073259071710402,0.0,0.0
0,1587942000.0,1,0.0,0.0,0,13,18,1,1,53.36015,-6.26164,1,1,1,30.0,4,30,4,4,1125,1125,4.0,1125.0,1,0,0,0,0,1,0,0,1598828400.0,1598828400.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1,4,0,4,0,0.04,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1561590000.0,0,100.0,99.0,1,3,3,1,1,53.34487,-6.26454,1,1,1,257.0,1,365,1,4,365,365,1.1,365.0,1,4,23,48,187,5,4,1,1601334000.0,1660518000.0,5.0,4.6,4.8,4.8,4.8,4.8,4.8,1,3,0,1,0,0.21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.2694573499370788,0.1583269351193829,0.5809837948923614,0.0,0.0,0.2794208314396124,0.3719617281248281,0.0,0.2902714422208857,0.1297518482356414,0.0,0.1578285564577912,0.0,0.1333458619679463,0.1498946953743561,0.0,0.1401700395068325,0.403052770635864,0.0,0.0
0,1515542400.0,1,100.0,90.0,0,1,1,1,1,53.27487,-6.31348,2,1,1,112.0,1,5,1,1,1125,1125,1.0,1125.0,1,24,53,83,173,36,31,0,1624748400.0,1656889200.0,4.69,4.75,4.83,4.97,4.89,4.53,4.53,0,1,0,1,0,2.44,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.2331491523453862,0.5479722965455847,0.0,0.0,0.299569127167954,0.2417700983587981,0.2145610097169472,0.4843342530841945,0.0,0.2245367100838114,0.0,0.0,0.0,0.2307561823335031,0.0,0.0,0.2425654813488556,0.2324954501980971,0.0,0.0
0,1453680000.0,1,100.0,99.0,1,3,3,1,1,53.32847,-6.25156,4,2,3,300.0,15,90,15,15,90,90,15.0,90.0,1,0,0,10,254,5,5,1,1631919600.0,1661986800.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0,3,3,0,0,0.42,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.376760272693575,0.0,0.2698477820280987,0.3045672746586691,0.1579378312607943,0.2823939600206726,0.3355721464904636,0.1717502743449133,0.0,0.4353240419178241,0.0,0.1915492860038734,0.0,0.0,0.0,0.4684836889197036
0,1325808000.0,1,0.0,100.0,0,1,1,1,1,53.31938,-6.30349,1,1,1,45.0,29,60,29,29,60,60,29.0,60.0,1,0,0,0,0,2,1,0,1630969200.0,1641945600.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.16,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8827453843712251,0.0,0.0,0.0,0.469851664221058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1595458800.0,1,100.0,97.0,1,5,5,1,1,53.35109,-6.25139,1,1,1,138.0,1,365,1,3,14,365,1.3,289.6,1,3,7,21,269,11,9,1,1623279600.0,1661295600.0,4.73,4.91,4.91,4.91,4.64,4.82,4.64,0,5,4,1,0,0.72,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.5,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.5996701483557623,0.0,0.0,0.576815852408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554688367988391,0.0,0.0
0,1281654000.0,1,100.0,68.0,1,11,22,1,1,53.37747,-6.26847,15,6,15,500.0,365,1125,365,365,1125,1125,365.0,1125.0,1,0,0,0,0,1,0,0,1599778800.0,1599778800.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,11,3,8,0,0.04,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0.2732903196356808,0.0,0.2946240788131413,0.0,0.0,0.0,0.2515018662389716,0.0,0.0,0.0,0.6255157664507398,0.3201472637659345,0.0,0.2704853532317827,0.0,0.3570531693434511,0.2843278530655287,0.0,0.0,0.0
0,1438210800.0,1,0.0,100.0,0,9,10,1,1,53.37076,-6.34967,2,1,4,59.0,1,31,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,1,0,0,1621292400.0,1621292400.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1,9,0,9,0,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6631566961119135,0.748480591867238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1596841200.0,0,100.0,100.0,1,1,1,1,0,53.27744,-6.15924,1,1,1,33.0,2,11,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,14,8,0,1599001200.0,1655334000.0,5.0,5.0,4.86,5.0,5.0,5.0,5.0,1,1,0,1,0,0.57,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.0990745514524354,0.0,0.1068085708063548,0.1140332254700725,0.6364954923618011,0.3082138254660029,0.4558784705637138,0.2058133104695222,0.0,0.0954147746726705,0.2267650536255666,0.0,0.2272279218754386,0.0980576812293121,0.1102270894654132,0.0,0.2061518647675026,0.1975935336791229,0.0,0.0
0,1438210800.0,1,0.0,100.0,0,9,10,1,1,53.3707,-6.34983,1,1,1,55.0,1,31,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,4,1,0,1599519600.0,1632524400.0,4.0,4.25,3.75,4.25,4.25,4.75,4.25,1,9,0,9,0,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.7557941356359342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6548093039491201,0.0,0.0
0,1582416000.0,0,50.0,58.0,0,1,1,1,1,53.37949,-6.39785,1,1,1,55.0,7,1125,7,7,1125,1125,7.0,1125.0,1,0,23,23,287,16,2,0,1599606000.0,1641513600.0,5.0,4.94,4.88,5.0,5.0,4.75,4.94,0,1,0,1,0,0.65,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.2372491701636208,0.0,0.0,0.0,0.0,0.0,0.6550024436212155,0.246425728916694,0.0,0.0,0.2715118060393307,0.0,0.0,0.2348141188506113,0.2639556285831426,0.0,0.0,0.0,0.0,0.5054009152581103
0,1514419200.0,1,0.0,0.0,0,1,1,1,1,53.34172,-6.23445,2,1,1,90.0,1,2,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,5,0,0,1598050800.0,1599606000.0,5.0,4.8,4.6,5.0,5.0,5.0,4.8,1,1,1,0,0,0.2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1428015600.0,0,90.0,99.0,0,4,13,1,1,53.34908,-6.24582,7,3,5,650.0,3,1125,3,3,3,1125,3.0,811.0,1,8,14,32,58,39,29,1,1617490800.0,1661295600.0,4.36,4.33,4.23,3.87,4.46,4.56,4.28,1,4,4,0,0,2.22,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2001640145206818,0.1776373230440566,0.6014781550239647,0.0,0.0,0.2209028265591114,0.0,0.6640611868482994,0.1910454772731805,0.0,0.0,0.200822520487516,0.0,0.0,0.0
0,1523142000.0,1,0.0,0.0,0,1,11,1,1,53.27187,-6.3238,2,1,2,38.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,5,0,0,1597618800.0,1599951600.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1595458800.0,1,100.0,97.0,1,5,5,1,1,53.35226,-6.25066,4,2,2,289.0,1,365,1,3,14,365,1.2,290.4,1,2,16,32,42,19,15,0,1598137200.0,1660258800.0,4.89,4.95,4.95,4.95,4.95,4.74,4.84,0,5,4,1,0,0.76,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.5,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.4513944870432063,0.0,0.0,0.2597739205594979,0.0,0.2340426470206184,0.2077032147583753,0.2344269853965875,0.4862622184742207,0.2173600719776687,0.2582915934516745,0.0,0.0,0.2233807575722492,0.0,0.0,0.2348126079945018,0.2250644349900554,0.2641725058727673,0.0
0,1563663600.0,1,63.0,96.0,0,1,1,1,1,53.37163,-6.47759,1,1,1,50.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,14,26,12,2,1599174000.0,1661641200.0,4.69,4.88,4.58,4.96,4.92,4.85,4.73,1,1,0,1,0,1.06,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0.0,0.3190929441345715,0.0,0.6250600241501899,0.0,0.0,0.249884546057053,0.2820355038678453,0.0,0.0,0.0,0.0,0.0,0.2687459569114409,0.0,0.0,0.0,0.5415431266820034,0.0,0.0
0,1360368000.0,0,100.0,98.0,1,2,2,1,1,53.27018,-6.1022,2,1,1,175.0,3,31,3,3,1125,1125,3.0,1125.0,1,0,5,27,269,65,30,4,1599606000.0,1662505200.0,5.0,4.97,4.94,4.97,4.98,5.0,4.85,1,2,2,0,0,2.66,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4585188156070713,0.0,0.0,0.0,0.4712193893732284,0.0,0.0,0.0,0.0,0.5572691589887672,0.5071132686619056
0,1531782000.0,0,100.0,99.0,0,12,54,1,1,53.34012,-6.26764,6,2,3,229.0,2,365,8,14,1125,1125,14.0,1125.0,1,0,13,35,305,6,0,0,1601852400.0,1619305200.0,4.0,3.67,4.17,4.83,4.67,4.83,3.5,1,8,8,0,0,0.25,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1456444800.0,1,50.0,64.0,0,1,1,1,1,53.38126,-6.22677,4,2,2,300.0,5,60,5,5,60,60,5.0,60.0,1,0,1,11,221,3,2,0,1600470000.0,1648422000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.12,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.9007861912988036,0.0,0.1942207848216504,0.0,0.2314807756131808,0.1868187500402625,0.0,0.0,0.0,0.1735022974336477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1796521145125141,0.0,0.0
0,1374015600.0,0,100.0,98.0,1,1,6,1,1,53.49348,-6.1626,2,1,1,70.0,1,14,1,2,1125,1125,1.3,1125.0,1,7,29,59,59,43,39,8,1599778800.0,1662850800.0,4.79,4.84,4.88,4.95,4.91,4.56,4.77,1,1,0,1,0,1.76,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.2690849452270991,0.287286160633265,0.0,0.0,0.6891021892105614,0.0,0.0,0.4807606584906007,0.0,0.0,0.0,0.0,0.2776972869070406,0.0,0.0,0.2489006490109888,0.0,0.0
0,1572393600.0,1,95.0,99.0,0,3,5,1,1,53.34904,-6.28137,3,1,2,295.0,1,365,1,3,365,365,1.1,365.0,1,23,52,82,251,54,54,6,1639267200.0,1661554800.0,4.72,4.87,4.87,4.94,4.8,4.69,4.24,1,3,0,3,0,5.89,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0.0,0.2418897402043734,0.0,0.1776860115912633,0.0661189432392038,0.0533619187045257,0.7103475927377877,0.1068990963495443,0.1108681913387253,0.1982331107280701,0.3533441922817535,0.1808462430426942,0.1770327156571316,0.2037239960745379,0.0,0.2016938189090992,0.1606124113460794,0.1539446366220766,0.1204631033002423,0.0
0,1461625200.0,1,100.0,86.0,0,1,1,1,1,53.45245,-6.18872,2,1,1,101.0,1,10,1,4,1125,1125,1.0,1125.0,1,5,15,29,78,23,23,9,1656284400.0,1662678000.0,4.91,4.83,4.96,4.87,4.91,4.96,4.83,0,1,1,0,0,8.85,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5432685187185569,0.0,0.0,0.0,0.5045443035066343,0.0,0.0,0.0,0.0,0.0,0.0,0.2725278904198515,0.0,0.6132070705003783,0.0
0,1391731200.0,1,97.0,93.0,1,23,30,1,0,53.3243,-6.27429,2,1,1,76.0,14,1125,14,14,1125,1125,14.0,1125.0,1,0,7,19,40,17,11,1,1601766000.0,1662418800.0,4.94,4.82,4.71,4.94,4.82,4.71,4.59,0,20,20,0,0,0.72,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.1505869861274155,0.0690727375254725,0.2949795879717441,0.0,0.1328805513603244,0.6485931058404637,0.0665493820673054,0.0690203180051802,0.3085220426255041,0.2199722771886843,0.0,0.2204212801604157,0.0634135671582804,0.0,0.2511265197472881,0.2666354120829639,0.3194576564762121,0.0749935720721859,0.0
0,1534892400.0,1,100.0,99.0,0,7,9,1,1,53.36352,-6.25921,2,1,1,48.0,15,90,15,15,1125,1125,15.0,1125.0,1,2,11,13,162,23,11,1,1601420400.0,1662332400.0,4.65,4.74,4.26,4.78,4.78,4.83,4.61,1,5,5,0,0,0.97,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1432940400.0,1,100.0,100.0,1,3,11,1,1,53.3276,-6.20859,6,3,3,347.0,4,90,4,4,90,90,4.0,90.0,1,6,11,36,126,13,13,2,1649545200.0,1661209200.0,5.0,5.0,4.92,5.0,4.85,4.92,4.85,0,1,1,0,0,2.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3655989615938717,0.0,0.0,0.0,0.0,0.930772474497115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1476486000.0,1,100.0,83.0,0,3,3,1,1,53.27409401600418,-6.304555075268277,1,1,1,48.0,1,365,1,1,365,365,1.0,365.0,1,0,0,0,254,2,2,0,1658271600.0,1658617200.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,0,3,0,1.09,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0,0.0,0.2636989382101618,0.0,0.0,0.0,0.4502060751602955,0.2540655259713592,0.0,0.2355688741155597,0.5598586650189923,0.0,0.0,0.2420939277466829,0.2721388951709163,0.3195751753208079,0.0,0.2439186510736385,0.0,0.0
0,1309474800.0,1,100.0,96.0,0,5,5,1,1,53.34629,-6.26891,4,2,2,270.0,2,30,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,16,16,0,1645056000.0,1653778800.0,4.5,4.5,3.81,4.5,4.88,5.0,4.44,0,3,1,2,0,2.31,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0605378935944834,0.0,0.0652636403563047,0.2090344443211697,0.0,0.062776348708704,0.5571142526191786,0.1886383148882686,0.0,0.3498098790332956,0.0692805492736572,0.2127522227746348,0.0694219633323041,0.4194158610611775,0.1347049411874529,0.0,0.4408801064173198,0.1811044734716891,0.0,0.0
0,1598482800.0,0,91.0,86.0,1,3,4,1,1,53.57464,-6.15784,2,1,2,50.0,1,1125,1,1,1125,1125,1.0,1125.0,1,19,40,62,320,102,89,5,1599951600.0,1662073200.0,4.72,4.8,4.69,4.82,4.73,4.64,4.75,0,3,0,3,0,4.19,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1598482800.0,0,91.0,86.0,1,3,4,1,1,53.57658,-6.15561,4,1,3,140.0,1,1125,1,1,1125,1125,1.0,1125.0,1,21,46,76,337,107,80,4,1610150400.0,1662764400.0,4.79,4.83,4.74,4.91,4.86,4.67,4.85,0,3,0,3,0,5.25,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1598482800.0,0,91.0,86.0,1,3,4,1,1,53.5764,-6.1557,3,1,2,50.0,1,1125,1,1,1125,1125,1.0,1125.0,1,20,46,71,332,55,45,4,1624575600.0,1662418800.0,4.8,4.85,4.75,4.82,4.87,4.64,4.76,0,3,0,3,0,3.71,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1412204400.0,1,100.0,93.0,1,6,12,1,1,53.34782,-6.26289,4,1,1,176.0,2,14,1,2,1,14,2.0,14.0,1,1,1,1,1,168,86,2,1600210800.0,1661122800.0,4.8,4.79,4.68,4.92,4.93,4.96,4.59,0,3,2,1,0,6.93,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.8101061468890018,0.0,0.2183362893956616,0.0,0.0,0.210015177885223,0.1863798250024492,0.2103600590144735,0.2181705932909098,0.0,0.0,0.0,0.0,0.2004478676637889,0.0,0.0,0.2107060925238724,0.2019586940747154,0.0,0.0
0,1444863600.0,1,75.0,98.0,0,10,35,1,1,53.35751,-6.25431,1,1,1,90.0,14,1125,3,14,1125,1125,13.8,1125.0,1,0,4,34,114,15,9,1,1602284400.0,1661641200.0,4.73,4.67,4.8,4.93,4.8,4.73,4.53,1,9,9,0,0,0.64,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0.3022479157008138,0.0443984791566326,0.1221908177930362,0.0869706302317131,0.0,0.4701357965874688,0.4867638604694341,0.1569692802060332,0.1220980867926111,0.1819268693946769,0.1297115350397568,0.1327761672818765,0.0433254332022201,0.149572868791857,0.294237209371546,0.2468038759392677,0.1572274881146637,0.1883752967933743,0.0884432481758049,0.2816908200018371
0,1428966000.0,1,95.0,51.0,0,3,5,1,1,53.32895,-6.25194,2,1,1,168.0,2,1125,2,2,1125,1125,2.0,1125.0,1,6,16,46,321,14,3,0,1600297200.0,1656457200.0,4.57,4.57,4.57,4.64,4.64,4.71,4.57,0,3,0,3,0,0.58,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8708930878601677,0.491472511456523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1391731200.0,1,97.0,93.0,1,23,30,1,0,53.32404,-6.27425,2,1,0,80.0,14,1125,8,14,1125,1125,13.8,1125.0,1,1,15,15,101,13,7,2,1601766000.0,1661900400.0,5.0,4.85,4.77,5.0,5.0,5.0,4.85,0,20,20,0,0,0.55,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602196628646971,0.0,0.3046052770593891,0.5446363910743902,0.3235989941078652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6619337163009585,0.0
0,1284418800.0,1,100.0,98.0,0,32,41,1,1,53.35118,-6.26405,4,1,3,405.0,2,28,1,3,1125,1125,2.8,1125.0,1,16,37,61,329,22,22,0,1633993200.0,1658444400.0,4.0,3.91,4.27,4.05,4.73,4.64,3.77,1,31,30,1,0,1.96,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
